Country,Wave,S009,S020,A001,A002,A003,A004,A006,C001,C002,D059,D060,E035,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_10,E069_11,E069_12,E069_13,E069_14,E069_15,E069_17,E069_20,F034,F063,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,X045
Argentina,1,AR,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46579476861167,3.15221774193548,2.55297679112008,2.87373737373737,3.029263370333,2.06976744186047,2.49191919191919,NA,NA,NA,2.75834175935288,NA,NA,2.32930513595166,NA,1.38311688311688,7.00103199174407,2.29376498800959,2.31199068684517,2.25844004656577,1.40728100113766,2.21908127208481,2.09929906542056,3.13182897862233,4.86842105263158,1.6626936829559,1.54929577464789,2.41431670281996
Argentina,6,AR,2013,1.12354085603113,1.57003891050584,1.8701171875,2.88090551181102,2.45158102766798,2.01181102362205,1.67162698412698,2.93047034764826,3.17068273092369,4.74668028600613,2.56385068762279,2.94556451612903,2.77406281661601,3.19979612640163,3.06784660766962,3.00406504065041,3.15959595959596,2.81422924901186,2.8980198019802,3.19517102615694,2.83955600403633,2.44224422442244,2.62382075471698,3.15004935834156,2.86986301369863,1.39139344262295,7.17159763313609,3.75951903807615,2.53134328358209,1.84797630799605,1.60237388724036,5.87839305103149,3.61514195583596,3.7906976744186,6.86506276150628,NA,2.43944265809218,3.47864945382324
Argentina,3,AR,1995,1.14272474513438,1.68616527390901,2.02712815715622,2.96071094480823,2.05981308411215,1.84176029962547,1.29647283126787,2.69836400817996,3.02378686964795,5.95553453169347,2.41658812441093,3.03100775193798,2.77578051087985,3.3841642228739,3.05178907721281,3.2314453125,3.4,2.92060491493384,3.00475285171103,3.39847473784557,2.90118577075099,2.18461538461538,2.78009259259259,2.91242937853107,2.78101402373247,1.20398481973435,8.37043966323667,2.22975517890772,2.46822429906542,2.05312208760485,1.3544776119403,4.30237358101135,3.43243243243243,3.29115128449096,5.78011472275335,3.78821178821179,2.11747851002865,3.38542665388303
Australia,3,AU,1995,1.12060546875,1.41519607843137,1.6656819300837,2.48966535433071,2.48352188883424,1.8038442582553,1.6214463840399,2.89621676891616,3.1316180108857,5.59506172839506,2.58029556650246,2.2225,3.04041399704288,2.93839835728953,2.0977886977887,2.81281281281281,2.69415292353823,2.85791810557474,2.92173479561316,3.01706827309237,2.40420081967213,2.46423135464231,2.63565081024569,2.72537313432836,2.50921187308086,1.46199701937407,5.65322183964584,1.70573810691515,2.07756504663721,2.15743011280039,1.26934378060725,4.59615384615385,4.15884115884116,4.82185628742515,5.91274169558751,6.20410205102551,3.07193158953722,3.15163934426229
Australia,6,AU,2012,1.07692307692308,1.47545582047686,1.67065446868403,2.48256227758007,2.82464788732394,2.11385459533608,1.76970527758739,2.99930410577592,3.41353383458647,4.73255010366275,2.79586206896552,1.82884748102139,3.02979902979903,2.94575799721836,1.87878787878788,2.80194579569145,2.57668285912561,2.96260387811634,2.8335635359116,3.0954356846473,2.53765690376569,2.40499306518724,2.283540802213,2.29930555555556,2.42501727712509,1.69904240766074,5.33424470266575,1.7569775357386,2.07912687585266,1.76807639836289,1.42019099590723,6.77869986168741,4.77107607950651,5.76986301369863,7.10302197802198,NA,3.47111416781293,3.05805114029026
Australia,1,AU,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34722222222222,2.15504511894996,2.80718954248366,2.9189852700491,1.94448979591837,2.43407043407043,2.53366174055829,NA,NA,NA,2.06788079470199,NA,NA,2.32540983606557,NA,1.46494156928214,6.16556836902801,1.79404466501241,2.36468646864686,3.07302904564315,1.67493796526055,3.768968456948,3.87899159663866,4.27899159663866,5.04769874476987,5.21129170230967,3.08184143222506,NA
Australia,5,AU,2005,1.07355021216407,1.46186742694227,1.61466570812365,2.48922413793103,2.70714285714286,2.07457386363636,1.81994261119082,2.90629470672389,3.30620985010707,5.6685837526959,2.69340974212034,1.95,3.10706638115632,2.89598278335725,1.95791726105563,2.72453371592539,2.64423765211167,2.96,2.68194842406877,3.01790830945559,2.8113750899928,2.37392550143266,2.35068691250904,2.43459614010007,2.59152907394113,1.58773181169757,6.09312320916905,1.75857142857143,2.32927702219041,2.03156384505022,1.48169418521177,5.83055756698045,4.68283852280956,5.74675324675325,6.73589001447178,6.58506819813352,3.27469358327325,3.10133136094675
Bahrain,6,BH,2014,1.67445742904841,1.89416666666667,2.33333333333333,2.17435037720034,1.75375626043406,2.19087837837838,2.23918575063613,2.0313315926893,2.30217186024551,6.46267361111111,2.03280067283431,NA,2.10058675607712,NA,2.10058675607712,2.07852965747703,2.08026755852843,2.13663034367142,2.08892617449664,NA,2.10526315789474,2.05513784461153,2.15217391304348,2.07214765100671,2.55685618729097,1.22279348757498,8.73417721518987,2.1125,2.09257714762302,NA,2.11333333333333,2.09841534612177,NA,2.15429524603837,3.24602432179607,2.08833333333333,2.17083333333333,2.81142857142857
Bangladesh,4,BD,2002,1.03333333333333,1.88464118041583,2.09485094850949,2.41476880607315,1.13855421686747,1.47154471544715,1.12517099863201,2.15582655826558,2.19298245614035,7.56028368794326,1.11505016722408,1.95567867036011,1.75845410628019,2.20708237105466,2.47676767676768,1.65479452054795,1.45723905723906,1.92445054945055,1.72005383580081,1.99052774018945,1.73913043478261,1.87546057479735,1.95645756457565,NA,1.52900763358779,1.03129548762737,9.65526492287056,1.3500334001336,1.15954606141522,1.05886287625418,1.0307486631016,1.05078929306795,1.15863453815261,1.3021534320323,1.54709418837675,1.08489304812834,1.01603206412826,3.18445945945946
Bangladesh,3,BD,1996,1.06369008535785,2.13034891375905,2.3478835978836,2.49832999331997,1.19513797634691,1.63935527199463,1.18019257221458,2.30173661360347,2.5356890459364,7.10650069156293,1.16178428761651,2.32783357245337,2.15942028985507,2.57319078947368,2.75173370319001,1.82543103448276,1.8822663723326,2.24112961622013,1.90404386566141,2.14953933380581,2.2785016286645,2.0667215815486,2.08158319870759,1.94524298425736,1.93166089965398,1.16113744075829,9.51254953764861,1.64261631827377,1.13241106719368,1.093599449415,1.04376657824934,NA,NA,NA,1.79653102068045,1.173971679029,1.04152933421226,3.06979865771812
Armenia,6,AM,2011,1.032021957914,1.76438356164384,1.95903165735568,2.91216834400732,1.53139217470428,1.5614194722475,1.27818181818182,2.25800376647834,3.02201834862385,5.77428307123034,1.78538390379278,1.55586080586081,2.90900562851782,3.21536523929471,2.81998114985862,3.02186311787072,2.84019607843137,2.80733944954128,2.79225684608121,3.08874045801527,2.74972677595628,2.63847045191194,2.70581113801453,2.93803622497617,2.57432432432432,1.11039558417663,8.5749063670412,2.07699358386801,1.61756633119854,2.03030303030303,1.43864468864469,1.12717291857274,1.17137648131267,2.4280193236715,3.0122641509434,2.09775171065494,1.29879740980574,3.27230483271375
Armenia,3,AM,1997,1.15755143000502,1.64741336012054,2.08965163934426,2.52612704918033,2.17978723404255,1.48818088386434,1.45163073521282,1.8305351521511,2.55212765957447,6.39601885804086,2.15566037735849,2.06961382113821,2.84313725490196,3.17861080485116,2.9349593495935,3.05420753742901,2.8320168509742,2.67041389882473,2.75269922879177,3.25288562434418,2.58630609896433,2.67165037377803,3.04989035087719,2.91859866048429,2.23352972683449,1.29770565193061,6.77448385389095,3.24173553719008,3.70926680244399,3.67728674203494,2.13455657492355,2.02627345844504,1.99530516431925,4.51873981531776,4.88841430859584,4.24110671936759,2.29063509149623,3.13689567430025
Bosnia,4,BA,2001,1.01251042535446,1.31693077564637,1.70066889632107,2.82077051926298,2.05391743892165,1.99322607959356,2.20017108639863,2.76575809199319,3.12393887945671,6.10301507537688,2.47018739352641,2.27426160337553,2.86241610738255,2.90535714285714,2.28200836820084,2.98813559322034,2.830624465355,2.7286432160804,2.83221476510067,3.11354079058032,2.74978279756733,2.45614035087719,2.56989247311828,NA,2.6965811965812,1.31404255319149,7.41610738255034,1.66917293233083,1.84390651085142,1.75605680868839,1.37290969899666,1.97983193277311,1.69481605351171,3.80520570948783,5.43776106934002,3.71805792163543,1.55508830950378,3.15470085470085
Brazil,6,BR,2014,1.13400673400673,1.85569790964262,1.81351351351351,2.75186440677966,1.59568733153639,1.9335593220339,1.32675289312457,2.83368421052632,3.20367847411444,5.06927297668038,2.18070652173913,2.36778332145403,2.733469665985,2.85928571428571,2.78175675675676,3.29703652653343,2.640434192673,2.83141503046716,2.85044187627464,3.41836734693878,2.44390581717452,2.3554933519944,2.33571939871152,2.62997974341661,2.72920203735144,1.18368745716244,9.53643724696356,2.26766304347826,3.23481228668942,2.5594262295082,1.53689911983751,4.64290805416964,3.00486111111111,2.28201634877384,6.2239010989011,2.47095435684647,1.62932790224033,3.83969986357435
Brazil,2,BR,1991,1.10567734682406,1.53232152894885,1.60416666666667,2.73424190800681,1.63048368953881,1.66516601012943,1.21230942970073,NA,NA,5.85953757225434,1.93767546322291,2.13738738738739,2.47211267605634,2.61399548532731,2.80741156653565,3.21179775280899,2.5887323943662,2.85756154747948,NA,NA,2.40676056338028,NA,NA,2.6509009009009,NA,1.13713318284424,9.43365330321852,2.73133484162896,2.8809926677947,2.79954571266326,1.39579784213515,2.41326530612245,2.02871621621622,2.45469893078222,4.8656462585034,2.72514285714286,1.3970753655793,NA
Brazil,5,BR,2006,1.14266666666667,1.76588628762542,1.90154052243804,2.48352387357095,1.5954606141522,1.91371237458194,1.27461486939049,2.78787878787879,3.14658634538153,5.6751677852349,2.00802675585284,2.15612382234186,2.71102150537634,2.66914749661705,2.71994627266622,3.11359026369168,2.53419092755586,2.75016744809109,2.6577000672495,3.23164983164983,2.4375422012154,2.18027210884354,2.21902806297057,2.57993311036789,2.5699928212491,1.1278600269179,9.63084112149533,2.73787061994609,3.96153846153846,3.64642375168691,1.85433604336043,4.27612456747405,3.10251188051595,2.41621621621622,5.62703804347826,3.44308111792774,1.79582210242588,3.84150436534587
Bulgaria,3,BG,1997,1.1296992481203,1.72675521821632,2.232421875,2.99422521655438,2.6748046875,1.89504373177843,1.24802371541502,2.19601328903654,3.02569593147752,5.39609756097561,2.39689119170984,1.85370741482966,2.63297872340426,2.86531585220501,2.53373015873016,2.65430861723447,2.5837780149413,2.21255060728745,2.3812375249501,2.92740286298568,2.85487804878049,2.67571428571429,2.65316045380875,2.77429149797571,2.10492227979275,1.53237410071942,4.88200589970501,1.63314176245211,2.35904761904762,2.08854667949952,1.98140900195695,3.34356552538371,2.53656024716787,5.72964509394572,5.732,4.01511335012594,2.19222903885481,3.65621840242669
Bulgaria,5,BG,2005,1.12124248496994,1.72239108409321,2.08069458631256,3.06625891946993,2.47682801235839,1.99477533960293,1.32440782698249,2.51883745963402,3.24346917450366,5.67375886524823,2.33786610878661,2.09061833688699,2.5765575501584,3.14918414918415,2.45837615621788,3.12886597938144,2.72766415500538,2.26470588235294,2.84702258726899,3.19461697722567,2.86432748538012,2.71626733921816,2.75816993464052,2.79600420609884,2.39110070257611,1.41917502787068,5.70292887029289,2.12693498452012,2.35276073619632,2.39814814814815,1.88739669421488,4.11599099099099,2.98195329087049,5.656283566058,6.39371727748691,5.63659466327827,2.50618672665917,3.69148936170213
Belarus,2,BY,1990,1.27054108216433,1.841046277666,1.90564102564103,2.61648016276704,2.82924226254002,1.71020408163265,1.50861195542047,NA,NA,7.34787018255578,2.36399604352127,2.23092170465808,2.84782608695652,2.9593657086224,3.01094527363184,2.82277227722772,3.06454816285998,NA,NA,3.0049504950495,2.7061183550652,NA,NA,2.89020771513353,NA,1.67861557478368,4.14738996929376,2.72595656670114,3.07876370887338,3.34362139917695,2.02908726178536,1.93092783505155,2.35627530364372,4.64640324214792,5.02532928064843,4.51902748414376,2.77846790890269,NA
Belarus,3,BY,1996,1.17975903614458,1.87918486171761,1.98265609514371,2.71344455348381,2.3943661971831,1.72466633712308,1.38721047331319,2.02018633540373,2.58979591836735,6.62569832402235,1.99651567944251,2.05239742956006,2.69033530571992,2.66949602122016,2.79107405590976,2.94969928922909,2.52141327623126,2.5847208619001,2.51149718957588,3.22974472807991,2.24665178571429,2.00355029585799,2.15938461538462,2.5453634085213,2.11960542540074,1.34392735527809,5.82979797979798,3.2148033126294,4.10450718177315,3.40279937791602,2.04440059200789,2.16639027086788,2.46956087824351,4.64889800102512,5.24636226793778,6.24240780911063,2.1835187057634,3.3909626719057
Belarus,6,BY,2011,1.13015042511445,1.72536136662286,1.88822751322751,2.81782178217822,2.53100263852243,1.93512767425811,1.51259360108918,2.14783180026281,3.05584756898817,4.8843137254902,2.04057591623037,2.06462140992167,2.72287581699346,2.6255767963085,2.48201438848921,2.56060606060606,2.29210526315789,2.59869281045752,2.41977734119188,2.7896120973044,2.44247205785667,2.27818061964403,2.40318302387268,2.44502617801047,2.45915678524374,1.42305173542895,6.51672131147541,2.82603008502289,3.77690802348337,2.77879581151832,2.34160679294579,2.43581303489138,2.97707924034054,3.84031413612565,5.33398692810457,NA,1.66993464052288,3.13910761154856
Canada,5,CA,2006,1.06589327146172,1.38333333333333,1.69095127610209,2.56328233657858,2.17961842717543,1.94358974358974,1.67706855791962,3.08353452438436,3.36321411983279,5.64424443391757,2.2397521448999,2.05392392874338,2.76715570279224,2.7974025974026,1.93647828117702,2.72432432432432,2.45363408521303,2.73835294117647,2.70256916996047,2.92682926829268,2.72301626416954,2.19249512670565,2.15068493150685,2.24539877300613,2.34836065573771,1.35765040265277,7.40813464235624,1.86489013557737,2.2232601588043,1.8134328358209,1.54553946753853,5.74974924774323,3.24312590448625,4.61419604056012,6.10223490252021,5.30199707744764,2.75503190967108,3.07688588007737
Canada,4,CA,2000,1.07209543568465,1.41856846473029,1.75168831168831,2.68590743629745,2.12422037422037,1.9154046997389,1.58721843897328,3.06977992485239,3.37851929092805,5.33594566353187,2.27719665271967,2.22016895459345,2.72845953002611,2.75149863760218,1.96722164412071,2.70260021668472,2.49945887445887,2.66982124079916,2.66827956989247,2.93398268398268,2.44838709677419,2.2130081300813,2.27918781725888,NA,2.27304347826087,1.26740506329114,7.45018257694314,1.88014590932777,2.22964509394572,2.01612064482579,1.55070202808112,5.48417030567686,3.31784582893347,4.48859416445623,6.04354669464848,5.62863180137348,2.7776008492569,3.13022508038585
Chile,4,CL,2000,1.04583333333333,2.07556675062972,1.6070826306914,3.03842869342442,1.78001679261125,1.98389830508475,1.29661016949153,2.6889661164205,2.87925170068027,4.02104377104377,1.80653266331658,2.55687606112054,2.59663865546218,2.63840830449827,2.41547518923465,2.8416095890411,2.71036846615253,2.48487394957983,2.41772151898734,3.05145797598628,2.5098374679213,2.21955555555556,2.59777571825765,NA,2.34698055271239,1.3013698630137,8.74787775891341,3.33103448275862,3.42203389830508,2.16921768707483,2.05034129692833,3.97368421052632,3.07645525629887,2.36819727891156,5.2240067624683,3.74513274336283,2.07229965156794,3.27045075125209
Chile,2,CL,1990,1.15874079035499,2.37541974479516,2.05337837837838,2.91286589516678,1.75957018132975,1.74564926372155,1.22424242424242,NA,NA,6.00067385444744,1.77533333333333,2.62,2.49666666666667,2.44133333333333,2.23866666666667,2.17333333333333,2.40533333333333,NA,2.19932432432432,2.426,2.34733333333333,NA,NA,2.45933333333333,NA,1.2628294036061,8.62357669122572,4.05910326086957,3.14343163538874,1.86135298057602,1.45331529093369,1.83073798239675,1.79879275653924,1.82238605898123,3.50638870208473,2.67534246575342,1.69422043010753,NA
Chile,6,CL,2011,1.097,1.87158746208291,1.53931451612903,3.06477732793522,2.29737903225806,2.0609756097561,1.48725790010194,2.96029258098224,3.11111111111111,3.5010162601626,2.38321536905966,2.41935483870968,2.48832487309645,2.63646288209607,2.25176946410516,3.02249488752556,2.86185567010309,2.42467138523761,2.86294416243655,3.20385395537525,2.86938775510204,2.23395445134576,2.18478260869565,2.951269035533,2.60183066361556,1.52128764278297,8.23212435233161,3.42827868852459,2.47715736040609,1.69948717948718,1.67079463364293,5.73326133909287,3.61596548004315,3.23375262054507,6.96432318992655,NA,2.05561613958561,3.16582914572864
Chile,3,CL,1996,1.11616161616162,2.12828282828283,1.72142857142857,3.17177914110429,1.86925434116445,1.94794794794795,1.44613821138211,2.59551760939168,3.06020408163265,5.20541082164329,1.79376257545272,2.41379310344828,2.56969696969697,2.64675052410901,2.51866801210898,2.8030612244898,2.67011375387797,2.45656565656566,2.49695740365112,3.10488798370672,2.41412012644889,1.89308176100629,2.51633986928105,2.65142276422764,2.29062870699881,1.26078028747433,8.65454545454545,3.35510204081633,2.62626262626263,2.16649642492339,1.66734279918864,3.31930184804928,2.80687563195147,2.21313131313131,4.39051463168517,3.15313463514902,1.99492385786802,3.26974358974359
Chile,5,CL,2006,1.10910910910911,2.21931589537223,1.66498993963783,3.17342799188641,2.0110775427996,1.94567404426559,1.33734939759036,2.58455114822547,2.89150460593654,4.78260869565217,2.11995967741935,2.37868020304569,2.64221105527638,2.80722891566265,2.37955465587045,3.02577319587629,2.82139148494289,2.57831325301205,2.60244648318043,3.23360655737705,2.7344398340249,2.28961175236097,2.34729878721058,2.9478527607362,2.67035398230089,1.40816326530612,8.66115702479339,4.22198731501057,3.83679833679834,1.95548654244306,1.70351239669421,5.13340448239061,3.72193074501574,2.78549222797927,6.25463917525773,3.97937024972856,2.41887592788971,3.36133603238866
China,3,CN,1995,1.2466577540107,1.85248130523453,2.39052848318463,2.19687277896233,3.29235382308846,1.76625172890733,1.32699083861875,2.40029112081514,2.89779005524862,5.04226312201772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32811140121845,2.25676937441643,2.18817651956703,NA,2.43179765130985,NA,NA,2.37269372693727,1.60554803788904,1.52628032345013,1.20939597315436,1.35771180304127,1.1888064733648,4.025,5.37049861495845,5.99631268436578,2.88762446657184,3.32282913165266
China,5,CN,2007,1.2326883910387,1.88111520252499,2.40993449781659,2.37228607918263,3.18281036834925,1.82302405498282,1.53916768665851,2.39270771069934,2.86795674445077,5.77610138805069,2.77086882453152,1.75271273557967,2.15132798023471,2.14383561643836,1.99143010176754,1.69212962962963,1.87182516243355,2.10523255813954,1.68421052631579,1.81253696037847,2.39270687237027,2.06914498141264,1.96984924623116,1.96615720524017,2.28411910669975,1.95737031330252,3.59416909620991,3.35521996060407,1.99785061794734,1.94709603220242,1.70492753623188,1.62634578847372,1.42384483742156,2.1121387283237,2.7130291368884,3.30204657727593,1.82630410654828,3.66314619232907
China,6,CN,2012,1.14090708938793,1.59670964873277,2.05275125056844,2.5436018957346,3.38136826783115,1.79310344827586,1.49784379492094,2.42622157716497,2.86733238231098,4.45164319248826,3.02820512820513,1.71401059220029,2.18033622007132,2.2791346824843,2.09450337512054,1.81818181818182,2.03879979306777,2.13536047081903,1.67715784453982,1.85436408977556,2.23446019629226,2.08256315465188,2.03686934023286,1.9827245804541,2.21546961325967,2.14692585895118,3.48182762201454,3.6275826446281,2.61936820300363,2.2274678111588,1.97673188789001,2.25080906148867,1.82518597236982,2.88191089640365,3.58720930232558,3.49696300386527,2.4845908607864,3.67655109489051
China,2,CN,1990,1.43129388164493,2.06243705941591,2.49244712990937,2.20283975659229,3.7239263803681,1.67787971457696,1.49214659685864,NA,NA,7.87035175879397,3.67946058091286,1.66598360655738,2.3921139101862,2.6251572327044,2.20041972717733,1.75467775467775,2.33111849390919,NA,NA,1.88275084554679,2.70561282932417,NA,NA,1.93387589013225,NA,2.38842105263158,1.62436028659161,1.69736842105263,1.5751503006012,1.54016064257028,1.34371859296482,1.20349434737924,1.21111111111111,4.89109947643979,4.75904860392968,6.72670157068063,2.59654471544715,NA
China,4,CN,2001,1.42237903225806,1.97750511247444,2.46487603305785,2.19913885898816,3.51702127659574,1.66845493562232,1.36806342015855,2.46659482758621,3.07268951194185,6.26292629262926,NA,1.58519269776876,2.22497308934338,2.2320819112628,2.18940936863544,1.72450052576236,2.27083333333333,2.15271966527197,1.64329268292683,1.7823275862069,2.45347313237221,2.01807228915663,1.96941176470588,NA,2.26168224299065,2.11075268817204,NA,2.13340563991323,1.34239677744209,1.57157360406091,1.34365325077399,1.13816534541336,1.10031023784902,3.31346351490236,2.91784989858012,3.75878220140515,1.43147208121827,3.57005347593583
Taiwan,3,TW,1994,1.23680823680824,1.82945736434109,1.97032258064516,2.55600539811066,2.44921875,1.80674448767834,1.15225806451613,2.45753424657534,2.81781914893617,6.05751633986928,2.32585751978892,2.13588390501319,2.60671140939597,2.4127198917456,2.37450722733246,2.54851752021563,2.392,2.48684210526316,2.24603174603175,2.65729585006693,2.45578231292517,2.13825503355705,2.19054054054054,2.35505319148936,2.54596100278552,1.26470588235294,5.52005174644243,2.37270341207349,2.05475880052151,1.95958279009126,1.56527415143603,2.06299212598425,1.96344647519582,2.9281045751634,3.90052356020942,4.94502617801047,2.25065274151436,3.0241134751773
Taiwan,5,TW,2006,1.08883455582722,1.67644661776691,1.8280358598207,2.89405052974735,2.49307253463733,1.79934747145188,1.13703099510604,2.54791154791155,3,6.84955028618152,2.81162981162981,2.68651778329198,3.09136212624585,2.8889816360601,2.71253071253071,3.27407407407407,2.65819672131148,3.1749795584628,2.83839212469237,3.32319078947368,2.81177446102819,2.42409240924092,2.39817123857024,2.74548440065681,2.91920069504778,1.75551921504497,6.13284433577832,2.70689655172414,2.02209492635025,1.89950980392157,1.4584013050571,3.77805077805078,2.76019575856444,3.46122448979592,4.59722222222222,6.13562091503268,2.28058727569331,3.1655737704918
